Model,Comment,Rating,Codigo
Samsung Galaxy A15 4G Dual SIM 256 GB azul oscuro 8 GB RAM,Buen producto muy chevere.,4,MS16
Samsung Galaxy A15 4G Dual SIM 256 GB azul oscuro 8 GB RAM,Me parece muy bueno el celular.,5,MS16
Samsung Galaxy A15 4G Dual SIM 256 GB azul oscuro 8 GB RAM,De muy buena calidad excelente cámara.,5,MS16
Samsung Galaxy A15 4G Dual SIM 256 GB azul oscuro 8 GB RAM,Buen producto.,5,MS16
Samsung Galaxy A15 4G Dual SIM 256 GB azul oscuro 8 GB RAM,Es muy bueno en relación precio-calidad. Lo único que no me gustó es que debo elegir entre instalar la 2da sim o la memoria micro sd y eso no lo especifica en la descripción por eso lo califico con 4 estrellas.,4,MS16
Samsung Galaxy A15 4G Dual SIM 256 GB azul oscuro 8 GB RAM,Me pareció excelente.,5,MS16
Samsung Galaxy A15 4G Dual SIM 256 GB azul oscuro 8 GB RAM,Exelente producto muy buena calidad muy buena pantalla muy buena camara recomendado.,5,MS16
Samsung Galaxy A15 4G Dual SIM 256 GB azul oscuro 8 GB RAM,Bbb 👌🏾.,5,MS16
Samsung Galaxy A15 4G Dual SIM 256 GB azul oscuro 8 GB RAM,Muy bueno.,5,MS16
Samsung Galaxy A15 4G Dual SIM 256 GB azul oscuro 8 GB RAM,,5,MS16
Samsung Galaxy A15 4G Dual SIM 256 GB azul oscuro 8 GB RAM,"Tal.
Cuál como se compra en la propia samsung.",5,MS16
Samsung Galaxy A15 4G Dual SIM 256 GB azul oscuro 8 GB RAM,"El color es bonito y funciona bien, lo probare 2 meses si no falla, por ahora funciona todo bien.",5,MS16
Samsung Galaxy A15 4G Dual SIM 256 GB azul oscuro 8 GB RAM,"Excelente adquisición. Tal como lo ofrecen. Rápido, elegante, buena cámara, intuitivo. Por el precio adquiero buena calidad. Hasta ahora llena mis expectativas.",5,MS16
Samsung Galaxy A15 4G Dual SIM 256 GB azul oscuro 8 GB RAM,"Muy buen producto, precio calidad.",5,MS16
Samsung Galaxy A15 4G Dual SIM 256 GB azul oscuro 8 GB RAM,Hasta ahora se le es está dando usó por el momento bien.,5,MS16
Samsung Galaxy A15 4G Dual SIM 256 GB azul oscuro 8 GB RAM,"Llevo una semana con el y ha funcionado muy bien, calidad de imagen es muy buena.",5,MS16
Samsung Galaxy A15 4G Dual SIM 256 GB azul oscuro 8 GB RAM,Versátil elegante y duradero.,5,MS16
Samsung Galaxy A15 4G Dual SIM 256 GB azul oscuro 8 GB RAM,Excelente celular.,5,MS16
Samsung Galaxy A15 4G Dual SIM 256 GB azul oscuro 8 GB RAM,Buen producto.,5,MS16
Samsung Galaxy A15 4G Dual SIM 256 GB azul oscuro 8 GB RAM,"Hasta ahora ningun problema, le dura la bateria y tiene una camara decente.",5,MS16
Samsung Galaxy A15 4G Dual SIM 256 GB azul oscuro 8 GB RAM,Excelente producto.,5,MS16
Samsung Galaxy A15 4G Dual SIM 256 GB azul oscuro 8 GB RAM,"Muy satisfecho, la pantalla es muy nitida, es facil de configurar, es rápido. Lo que esperaba.",5,MS16
Samsung Galaxy A15 4G Dual SIM 256 GB azul oscuro 8 GB RAM,Me gusto.,5,MS16
Samsung Galaxy A15 4G Dual SIM 256 GB azul oscuro 8 GB RAM,Muy buen dispositivo en relación calidad-precio.,5,MS16
Samsung Galaxy A15 4G Dual SIM 256 GB azul oscuro 8 GB RAM,Bueno como todos los samsung.,5,MS16
Samsung Galaxy A15 4G Dual SIM 256 GB azul oscuro 8 GB RAM,Siempre me ha parecido que es la mejor marca y duradero.,5,MS16
Samsung Galaxy A15 4G Dual SIM 256 GB azul oscuro 8 GB RAM,El producto muy bueno.,5,MS16
Samsung Galaxy A15 4G Dual SIM 256 GB azul oscuro 8 GB RAM,Por el momento todo ha salido muy bien.,5,MS16
Samsung Galaxy A15 4G Dual SIM 256 GB azul oscuro 8 GB RAM,"Me encanto el celular, es el segundo que compro en esa gama.",5,MS16
Samsung Galaxy A15 4G Dual SIM 256 GB azul oscuro 8 GB RAM,"Cumple totalmente con lo especificado, trae un procesador excelente para su precio, una pantalla fluida y de buena imagen, mejor que la mayoría de telefonos del mismo precio, lo único malo es que no incluye cargador, solo el cable.",5,MS16
Samsung Galaxy A15 4G Dual SIM 256 GB azul oscuro 8 GB RAM,Excelente compra.,5,MS16
Samsung Galaxy A15 4G Dual SIM 256 GB azul oscuro 8 GB RAM,Excelente celular.,5,MS16
Samsung Galaxy A15 4G Dual SIM 256 GB azul oscuro 8 GB RAM,Idéntico a la descripción.,5,MS16
Samsung Galaxy A15 4G Dual SIM 256 GB azul oscuro 8 GB RAM,Excelente compra !.,5,MS16
Samsung Galaxy A15 4G Dual SIM 256 GB azul oscuro 8 GB RAM,Mui bueno.,5,MS16
Samsung Galaxy A15 4G Dual SIM 256 GB azul oscuro 8 GB RAM,Excelente calidad.,5,MS16
Samsung Galaxy A15 4G Dual SIM 256 GB azul oscuro 8 GB RAM,Excelente producto cumple con la descripción.,5,MS16
Samsung Galaxy A15 4G Dual SIM 256 GB azul oscuro 8 GB RAM,"De momento todo perfecto buen producto recomendado para uso cotidiano normal, no para trabajo u otras actividades.",5,MS16
Samsung Galaxy A15 4G Dual SIM 256 GB azul oscuro 8 GB RAM,Teléfono económico con todo lo básico que requieres de un teléfono de buena calidad con el respaldo de samsung.,5,MS16
Samsung Galaxy A15 4G Dual SIM 256 GB azul oscuro 8 GB RAM,Es un buen celular.,5,MS16
Samsung Galaxy A15 4G Dual SIM 256 GB azul oscuro 8 GB RAM,"Me parecio genial, le dura siempre la carga, me gusto mucho las foto que toma, y estaba cuando lo compré a un precio acsecible. Estoy satisfecha con el producto.",5,MS16
Samsung Galaxy A15 4G Dual SIM 256 GB azul oscuro 8 GB RAM,Muy bueno.,5,MS16
Samsung Galaxy A15 4G Dual SIM 256 GB azul oscuro 8 GB RAM,Excelente equipo.,5,MS16
Samsung Galaxy A15 4G Dual SIM 256 GB azul oscuro 8 GB RAM,"Muy bueno el celular, sorprende el rendimiento y duración de la batería.",5,MS16
Samsung Galaxy A15 4G Dual SIM 256 GB azul oscuro 8 GB RAM,"Muy buen producto salio en perfecto estado, muchas gracias.",5,MS16
Samsung Galaxy A15 4G Dual SIM 256 GB azul oscuro 8 GB RAM,"Muy lindo, hasta el momento todo bien.",5,MS16
Samsung Galaxy A15 4G Dual SIM 256 GB azul oscuro 8 GB RAM,Excelente.,5,MS16
Samsung Galaxy A15 4G Dual SIM 256 GB azul oscuro 8 GB RAM,Conforme.,5,MS16
Samsung Galaxy A15 4G Dual SIM 256 GB azul oscuro 8 GB RAM,"Se lo regalé a mi abuela, que es una persona que no necesita digamos que un celular con muchas funciones o para propósitos laborales, tiene lo básico para recibir llamadas, tomar fotos casualmente y mantener la comunicacion por whastapp, tambien abre los bancos y hace transferencias, funciona bien.",5,MS16
Samsung Galaxy A15 4G Dual SIM 256 GB azul oscuro 8 GB RAM,Rápido y bueno al tacto.,4,MS16
Samsung Galaxy A15 4G Dual SIM 256 GB azul oscuro 8 GB RAM,Buen producto excelente tamaño.,5,MS16
Samsung Galaxy A15 4G Dual SIM 256 GB azul oscuro 8 GB RAM,Excelente calidad y sensaciones con el producto.,5,MS16
Samsung Galaxy A15 4G Dual SIM 256 GB azul oscuro 8 GB RAM,"En cuestión de precio/calidad es un excelente equipo. De verdad que se siente muy bien en las manos, parece un celular mucho más costoso. El hecho de que tenga actualizaciones de android por 3 años es increíble para un celular de este precio. Su pantalla super amoled hace que sus colores y contraste de negros sean hermosos. La batería me ha durado hasta día y medio, teniendo en cuenta de que no estoy pegado a él todo el día, pero si le doy buen uso en youtube y redes sociales. La cámara trasera de 50 megapíxeles es muy buena, sin embargo, las otras dos dejan mucho que desear. Con respecto a la cámara frontal, es buena, pero nada del otro mundo. Por último los materiales del celular si bien se sienten bien en la mano, creo que no son los mejores y me da miedo que no resista una caída, creo que lo mejor es optar por un estuche y vidrio protector. En conclusión, es un excelente equipo por todo lo que ofrece teniendo en cuenta su precio y marca. Recomendado!.",5,MS16
Samsung Galaxy A15 4G Dual SIM 256 GB azul oscuro 8 GB RAM,"Muy bien celular, además es muy bonito.",5,MS16
Samsung Galaxy A15 4G Dual SIM 256 GB azul oscuro 8 GB RAM,Es un buen celular de gama media. Lo recomienda para personas que no necesiten demasiada potencia de hardware.,5,MS16
Samsung Galaxy A15 4G Dual SIM 256 GB azul oscuro 8 GB RAM,"El celular a15 se ve en excelente estado, falta es colocarlo a funcionar. Muchas gracias. Un favor me envien la factura del celular.",4,MS16
Samsung Galaxy A15 4G Dual SIM 256 GB azul oscuro 8 GB RAM,Exelente celular.,5,MS16
Samsung Galaxy A15 4G Dual SIM 256 GB azul oscuro 8 GB RAM,"Tiene un buen volumen, eso es bueno.",5,MS16
Samsung Galaxy A15 4G Dual SIM 256 GB azul oscuro 8 GB RAM,"Mejor de lo que esperaba, muy bien empacado y dispuesto.",5,MS16
Samsung Galaxy A15 4G Dual SIM 256 GB azul oscuro 8 GB RAM,Excelente.,5,MS16
Samsung Galaxy A15 4G Dual SIM 256 GB azul oscuro 8 GB RAM,"Bueno, relación calid - precio, optima.",4,MS16
Samsung Galaxy A15 4G Dual SIM 256 GB azul oscuro 8 GB RAM,Excelente.,5,MS16
Samsung Galaxy A15 4G Dual SIM 256 GB azul oscuro 8 GB RAM,Excelente producto. Lastima que los samsung vienen ahora sin cargador.,5,MS16
Samsung Galaxy A15 4G Dual SIM 256 GB azul oscuro 8 GB RAM,"El producto está considerado como muy bueno, lo compré para un regalo y el usuario ha estado contento. Buen producto.",5,MS16
Samsung Galaxy A15 4G Dual SIM 256 GB azul oscuro 8 GB RAM,Excelente celular.,5,MS16
Samsung Galaxy A15 4G Dual SIM 256 GB azul oscuro 8 GB RAM,Recomendado.,5,MS16
Samsung Galaxy A15 4G Dual SIM 256 GB azul oscuro 8 GB RAM,Muy bueno para tomar fotos de la palty paltia.,5,MS16
Samsung Galaxy A15 4G Dual SIM 256 GB azul oscuro 8 GB RAM,Exelente muy buen producto su pantalla calidad de imagen lo recomiendo.,5,MS16
Samsung Galaxy A15 4G Dual SIM 256 GB azul oscuro 8 GB RAM,Excelente producto.,5,MS16
Samsung Galaxy A15 4G Dual SIM 256 GB azul oscuro 8 GB RAM,Super por su precio.,5,MS16
Samsung Galaxy A15 4G Dual SIM 256 GB azul oscuro 8 GB RAM,"Salió de mala calidad, no recomendable.",5,MS16
Samsung Galaxy A15 4G Dual SIM 256 GB azul oscuro 8 GB RAM,Me encantó.,5,MS16
Samsung Galaxy A15 4G Dual SIM 256 GB azul oscuro 8 GB RAM,"Ha salido muy bueno, los productos de mercado libre siempre muy buenos.",5,MS16
Samsung Galaxy A15 4G Dual SIM 256 GB azul oscuro 8 GB RAM,Muy buen producto.,5,MS16
Samsung Galaxy A15 4G Dual SIM 256 GB azul oscuro 8 GB RAM,"Muy bueno, llenó mis espectativas.",5,MS16
Samsung Galaxy A15 4G Dual SIM 256 GB azul oscuro 8 GB RAM,Buen celular.,5,MS16
Samsung Galaxy A15 4G Dual SIM 256 GB azul oscuro 8 GB RAM,Exelente producto.,5,MS16
Samsung Galaxy A15 4G Dual SIM 256 GB azul oscuro 8 GB RAM,"Celular completament original con sus respectivos sellos y su garantia con la marca, funciona bien tiene algunos retrasos leves cuando recien inicia el sistema luego de estar apagado. Como tambien es lentisimo para cargar. Dura mas de 2 horas para cargar con un cargador samsung de 25w. Y la bateria le dura poco en comparacion al redmi note 11 de hace 2 años. Una lastima esa bateria.",5,MS16
Samsung Galaxy A15 4G Dual SIM 256 GB azul oscuro 8 GB RAM,Excelente producto.,5,MS16
Samsung Galaxy A15 4G Dual SIM 256 GB azul oscuro 8 GB RAM,"Excelente equipo, calidad precio, para uso personal está bien, en cuanto a rendimiento por su precio está bien.",5,MS16
Samsung Galaxy A15 4G Dual SIM 256 GB azul oscuro 8 GB RAM,"El funcionamiento del equipo ha sido muy bueno, el costo vs beneficio es justo, samsung como siempre buena marca, buena fabricación.",5,MS16
Samsung Galaxy A15 4G Dual SIM 256 GB azul oscuro 8 GB RAM,Bueno el producto.,5,MS16
Samsung Galaxy A15 4G Dual SIM 256 GB azul oscuro 8 GB RAM,"Excelente celular,.",5,MS16
Samsung Galaxy A15 4G Dual SIM 256 GB azul oscuro 8 GB RAM,Excelente.,5,MS16
Samsung Galaxy A15 4G Dual SIM 256 GB azul oscuro 8 GB RAM,Buen celular el samsung a15 256gb muy bueno y rapido lo recomiendo.,5,MS16
Samsung Galaxy A15 4G Dual SIM 256 GB azul oscuro 8 GB RAM,Genial.,5,MS16
Samsung Galaxy A15 4G Dual SIM 256 GB azul oscuro 8 GB RAM,Muy buen producto con relación calidad -precio lo único malo es que no trae el cargador pero eso es en general con todos los teléfonos samsung.,4,MS16
Samsung Galaxy A15 4G Dual SIM 256 GB azul oscuro 8 GB RAM,Se lo compre a mi hija es un exenlente celular recomendado.,5,MS16
Samsung Galaxy A15 4G Dual SIM 256 GB azul oscuro 8 GB RAM,Excelente precio comparado con almacenes de cadena y la misma samsung.,5,MS16
Samsung Galaxy A15 4G Dual SIM 256 GB azul oscuro 8 GB RAM,"Lo compré para mi abuela y está encantada, se le puede bajar la frecuencia de actualización de la pantalla para que la batería le dure aún más. La cámara, para el uso que ella le da, es apenas, sin ninguna queja, y va rápido para que ella pueda enviar mensajes y realizar llamadas a la familia sin problemas. El sonido también es muy fuerte para que pueda ver videos y escuchar las llamadas desde lejos.",5,MS16
Samsung Galaxy A15 4G Dual SIM 256 GB azul oscuro 8 GB RAM,Muy bueno.,5,MS16
Samsung Galaxy A15 4G Dual SIM 256 GB azul oscuro 8 GB RAM,"Excelente celular, a mi papá le encantó.",5,MS16
Samsung Galaxy A15 4G Dual SIM 256 GB azul oscuro 8 GB RAM,Calidad producto precio excelente.,5,MS16
Samsung Galaxy A15 4G Dual SIM 256 GB azul oscuro 8 GB RAM,"Buen producto. Lo recomiendo. Tiene funciones útiles que solo los de gama media alta y alta tienen, por ejemplo nfc.",5,MS16
Samsung Galaxy A15 4G Dual SIM 256 GB azul oscuro 8 GB RAM,"Celular rápido de software, excelente material, garantía y confianza que solo samsung te da. Recomendado al 100%.",5,MS16
Samsung Galaxy A15 4G Dual SIM 256 GB azul oscuro 8 GB RAM,Hasta ahora muy buena calidad y una excelente resolución de pantalla.,5,MS16
Samsung Galaxy A15 4G Dual SIM 256 GB azul oscuro 8 GB RAM,"Excelente celular, volveria a comprarlo.",5,MS16
Samsung Galaxy A15 4G Dual SIM 256 GB azul oscuro 8 GB RAM,Estoy feliz con este telefono.,5,MS16
Samsung Galaxy A15 4G Dual SIM 256 GB azul oscuro 8 GB RAM,"Exelente, sin contratiempos, recomendado.",5,MS16
Samsung Galaxy A15 4G Dual SIM 256 GB azul oscuro 8 GB RAM,"Que buen producto, me sorprendió.",5,MS16
Samsung Galaxy A15 4G Dual SIM 256 GB azul oscuro 8 GB RAM,"Muy buen producto para el precio, recomiendo este celular para usuario no exigentes pero que necesitan un celular bueno.",5,MS16
Samsung Galaxy A15 4G Dual SIM 256 GB azul oscuro 8 GB RAM,"Excelente teléfono relación calidad precio, a mejorar por parte de samsung una actualización que permita grabar pantalla.",5,MS16
Samsung Galaxy A15 4G Dual SIM 256 GB azul oscuro 8 GB RAM,"Excelente producto, recomendado.",5,MS16
Samsung Galaxy A15 4G Dual SIM 256 GB azul oscuro 8 GB RAM,Satisfecho.,4,MS16
Samsung Galaxy A15 4G Dual SIM 256 GB azul oscuro 8 GB RAM,"Muy bueno, si señor.
Gracias a dios.
Buenas.",5,MS16
Samsung Galaxy A15 4G Dual SIM 256 GB azul oscuro 8 GB RAM,Muy buen producto.,5,MS16
Samsung Galaxy A15 4G Dual SIM 256 GB azul oscuro 8 GB RAM,Excelente cumplio mis espectativas.,5,MS16
Samsung Galaxy A15 4G Dual SIM 256 GB azul oscuro 8 GB RAM,"Excelente producto, rápido seguro y cumple con su objetivo. Tal cual como en la imagen 10/10.",5,MS16
Samsung Galaxy A15 4G Dual SIM 256 GB azul oscuro 8 GB RAM,Excelente producto y muy rápido no se traba y muy buenas fotos.,5,MS16
Samsung Galaxy A15 4G Dual SIM 256 GB azul oscuro 8 GB RAM,"Me gustó mucho el celular, pero la verdad pagué mas plata por el color azul oscuro y el que mandaron fue el color blanco. Que costaba mucho menos que el azul me siento insatisfecha porque no mandaron el color que especifiqué en la compra. Gracias.",5,MS16
Samsung Galaxy A15 4G Dual SIM 256 GB azul oscuro 8 GB RAM,Más que excelente!.,5,MS16
Samsung Galaxy A15 4G Dual SIM 256 GB azul oscuro 8 GB RAM,Buen celular con buenas caracteristicas vs el precio lo importante es que tiene nfc y eso permite muchas cosas.,5,MS16
Samsung Galaxy A15 4G Dual SIM 256 GB azul oscuro 8 GB RAM,"Buen producto, gracias.",5,MS16
Samsung Galaxy A15 4G Dual SIM 256 GB azul oscuro 8 GB RAM,"Es liviano,me gusta la marca.",5,MS16
Samsung Galaxy A15 4G Dual SIM 256 GB azul oscuro 8 GB RAM,Una semana de uso. Excelente equipo por el precio.,5,MS16
Samsung Galaxy A15 4G Dual SIM 256 GB azul oscuro 8 GB RAM,"Excelente celular, se ajusta a mis necesidades.",5,MS16
Samsung Galaxy A15 4G Dual SIM 256 GB azul oscuro 8 GB RAM,Muy buen celular.,5,MS16
Samsung Galaxy A15 4G Dual SIM 256 GB azul oscuro 8 GB RAM,"Muy buen producto, recomendado.",5,MS16
Samsung Galaxy A15 4G Dual SIM 256 GB azul oscuro 8 GB RAM,Excelente producto.,5,MS16
Samsung Galaxy A15 4G Dual SIM 256 GB azul oscuro 8 GB RAM,Muy bueno el celular.,5,MS16
Samsung Galaxy A15 4G Dual SIM 256 GB azul oscuro 8 GB RAM,Excelente precio y equipo.,5,MS16
Samsung Galaxy A15 4G Dual SIM 256 GB azul oscuro 8 GB RAM,Excelente.,5,MS16
Samsung Galaxy A15 4G Dual SIM 256 GB azul oscuro 8 GB RAM,Es un excelente teléfono y se integra perfecto con mo ecosistema galaxy.,5,MS16
Samsung Galaxy A15 4G Dual SIM 256 GB azul oscuro 8 GB RAM,"Está bien. Pero la garantía debe aplicarse en barranquilla, no en medellín. Otra cosa:¿cual es el cargador para ese samsung a15 que compré?.",5,MS16
Samsung Galaxy A15 4G Dual SIM 256 GB azul oscuro 8 GB RAM,Justo lo que lo promete.,5,MS16
Samsung Galaxy A15 4G Dual SIM 256 GB azul oscuro 8 GB RAM,Excelente.,5,MS16
Samsung Galaxy A15 4G Dual SIM 256 GB azul oscuro 8 GB RAM,"Excelente celular nuevo sellado, recomiendo.",5,MS16
Samsung Galaxy A15 4G Dual SIM 256 GB azul oscuro 8 GB RAM,Excelenti.,5,MS16
Samsung Galaxy A15 4G Dual SIM 256 GB azul oscuro 8 GB RAM,Excelente producto 100% recomendado a la comunidad de mercadolibre.,5,MS16
Samsung Galaxy A15 4G Dual SIM 256 GB azul oscuro 8 GB RAM,Super excelente.,5,MS16
Samsung Galaxy A15 4G Dual SIM 256 GB azul oscuro 8 GB RAM,"Es gama media pero a pesar de eso tiene consigo todo el contenido premium de samsung. El teléfono es grande, pero a pesar de eso es bonito, excelente relación calidad precio.",5,MS16
Samsung Galaxy A15 4G Dual SIM 256 GB azul oscuro 8 GB RAM,Perfecto.,5,MS16
Samsung Galaxy A15 4G Dual SIM 256 GB azul oscuro 8 GB RAM,Calidad y precio justo.,5,MS16
Samsung Galaxy A15 4G Dual SIM 256 GB azul oscuro 8 GB RAM,El sistema operativo es excelente y bonitas cámaras para las fotos.,5,MS16
Samsung Galaxy A15 4G Dual SIM 256 GB azul oscuro 8 GB RAM,Buen producto.,5,MS16
Samsung Galaxy A15 4G Dual SIM 256 GB azul oscuro 8 GB RAM,Recomendado.,4,MS16
Samsung Galaxy A15 4G Dual SIM 256 GB azul oscuro 8 GB RAM,Todo bien.,5,MS16
Samsung Galaxy A15 4G Dual SIM 256 GB azul oscuro 8 GB RAM,"Le hace falta sensor de huella, esto lo mejoraría. La velocidad del sistema lo compensa.",4,MS16
Samsung Galaxy A15 4G Dual SIM 256 GB azul oscuro 8 GB RAM,"A veces se me bloquea, y esta recién comprado, pero lo seguiré usando por que ya no tengo otro.",4,MS16
Samsung Galaxy A15 4G Dual SIM 256 GB azul oscuro 8 GB RAM,Salio defectuoso se vuelve loco sin ninguna causa. Solo lo he usado tres dias y me toca apagarlo para que vuelvs a funcionar correctamente.,1,MS16
Samsung Galaxy A15 4G Dual SIM 256 GB azul oscuro 8 GB RAM,Me salió malo se apagó no carga.,1,MS16
Samsung Galaxy A15 4G Dual SIM 256 GB azul oscuro 8 GB RAM,Ya el tactil esta fallando.,2,MS16
Samsung Galaxy A15 4G Dual SIM 256 GB azul oscuro 8 GB RAM,"Aunque el dispositivo es fluido, no esperaba que tuviera ram plus (mi falla por no haber consuktado antes).",3,MS16
Samsung Galaxy A15 4G Dual SIM 256 GB azul oscuro 8 GB RAM,No le funcionaba la bocina. Altavoz llamadas etc.,1,MS16
Samsung Galaxy A15 4G Dual SIM 256 GB azul oscuro 8 GB RAM,Buen producto.,3,MS16
Samsung Galaxy A15 4G Dual SIM 256 GB azul oscuro 8 GB RAM,"Que tristeza no trae cargador, copiando todo lo malo de apple.",1,MS16
Samsung Galaxy A15 4G Dual SIM 256 GB azul oscuro 8 GB RAM,"El producto es bueno, aunque viene sin el adaptador de energía, el cuál, por el precio lo debería traer, en general el producto es bueno, sería bueno mejorar lo del adaptador.",3,MS16
Samsung Galaxy A15 4G Dual SIM 256 GB azul oscuro 8 GB RAM,Tuve que devolverlo por problemas con la pantalla táctil.,2,MS16
Samsung Galaxy A15 4G Dual SIM 256 GB azul oscuro 8 GB RAM,Se dañó el celular.,1,MS16
Samsung Galaxy A15 4G Dual SIM 256 GB azul oscuro 8 GB RAM,"El táctil a veces molesta. De resto, está bueno el producto.",3,MS16
Samsung Galaxy A15 4G Dual SIM 256 GB azul oscuro 8 GB RAM,Lamentablemente tuve fallas con el equipo q adquirí. Lo devolví y compré otro pero aunque leves pero igualmente me está molestando.,1,MS16
Samsung Galaxy A15 4G Dual SIM 256 GB azul oscuro 8 GB RAM,No trae cargador.,3,MS16
Samsung Galaxy A25 5G 5G 128 GB azul 6 GB RAM,"Buen celular para el precio que se pide, el procesador si se siente aveces lento.",4,MS17
Samsung Galaxy A25 5G 5G 128 GB azul 6 GB RAM,No lleva ni dos días y ya se ha trabado en alguna que otra ocasión. Me gustó pero me arrepiento en el fondo.,4,MS17
Samsung Galaxy A25 5G 5G 128 GB azul 6 GB RAM,Muy bueno. Audio excelente. Y la tecnología 5g brindara muchas ventajas.,5,MS17
Samsung Galaxy A25 5G 5G 128 GB azul 6 GB RAM,"El producto es tal cual lo muestran, pero no no me gustó que viene sin cargador. Solo cable de datos.",5,MS17
Samsung Galaxy A25 5G 5G 128 GB azul 6 GB RAM,"Excelente equipo, muy funcional hasta el momento.",5,MS17
Samsung Galaxy A25 5G 5G 128 GB azul 6 GB RAM,Bien.,5,MS17
Samsung Galaxy A25 5G 5G 128 GB azul 6 GB RAM,"Tiene un bonito diseño y color, medida perfecta. Me gustó mucho.",5,MS17
Samsung Galaxy A25 5G 5G 128 GB azul 6 GB RAM,El comando para tomar pantallazos es algo extraño pero esta bien.,5,MS17
Samsung Galaxy A25 5G 5G 128 GB azul 6 GB RAM,"Tiene muy buenas caracteristicas para el precio, la compra fue sin problemas. Ya dos meses con el equipo y a penas.",5,MS17
Samsung Galaxy A25 5G 5G 128 GB azul 6 GB RAM,Lo que estaba en la aplicación eso es lo que venia.,5,MS17
Samsung Galaxy A25 5G 5G 128 GB azul 6 GB RAM,,5,MS17
Samsung Galaxy A25 5G 5G 128 GB azul 6 GB RAM,Full.,5,MS17
Samsung Galaxy A25 5G 5G 128 GB azul 6 GB RAM,Gusto mucho.,5,MS17
Samsung Galaxy A25 5G 5G 128 GB azul 6 GB RAM,El producto me pareció muy bueno ideal para lo que lo necesitaba.,4,MS17
Samsung Galaxy A25 5G 5G 128 GB azul 6 GB RAM,"El celular funciona muy bien, buena capacidad, lo único negativo es su apariencia, carcasa de plástico muy elemental, el cable qué trae no trajo terminal usb sino los 2 extremos tipo c.",5,MS17
Samsung Galaxy A25 5G 5G 128 GB azul 6 GB RAM,El celular no trajo el adaptador para cargarlo. Sólo trjo el cable.,5,MS17
Samsung Galaxy A25 5G 5G 128 GB azul 6 GB RAM,"Excelente producto, volvería a comprarlo.",5,MS17
Samsung Galaxy A25 5G 5G 128 GB azul 6 GB RAM,Bonito.,5,MS17
Samsung Galaxy A25 5G 5G 128 GB azul 6 GB RAM,Exelente.,5,MS17
Samsung Galaxy A25 5G 5G 128 GB azul 6 GB RAM,Excelente relación precio/ calidad.,5,MS17
Samsung Galaxy A25 5G 5G 128 GB azul 6 GB RAM,"Me ha gustado mucho la calidad de imagen en pantalla y las fotos que toma. Otra cosa a destacar es la capa de personalización one ui, es muy simple y funcional.",5,MS17
Samsung Galaxy A25 5G 5G 128 GB azul 6 GB RAM,"Llevo un mes usándolo, y es excelente en todos los aspectos. Lo único malo es que lo compre y no trajo el cargador.",5,MS17
Samsung Galaxy A25 5G 5G 128 GB azul 6 GB RAM,"Muy contenta con mi celular, excelente producto, gracias.",5,MS17
Samsung Galaxy A25 5G 5G 128 GB azul 6 GB RAM,Fue un regalo y no a habido quejas.,5,MS17
Samsung Galaxy A25 5G 5G 128 GB azul 6 GB RAM,Asta el momento todo esta perfecto cunple mi espectativa.,5,MS17
Samsung Galaxy A25 5G 5G 128 GB azul 6 GB RAM,"Buen teléfono a25 el mejor de la gama media de samsung calidad precio, tiene 5g lo que no tienen otros teléfonos en ese rango de precio, como los xiaomi 4g.",5,MS17
Samsung Galaxy A25 5G 5G 128 GB azul 6 GB RAM,Excelente celular 0 lios despues de 4 meses.,5,MS17
Samsung Galaxy A25 5G 5G 128 GB azul 6 GB RAM,Muy bueno para el precio.,4,MS17
Samsung Galaxy A25 5G 5G 128 GB azul 6 GB RAM,Excelente producto.,5,MS17
Samsung Galaxy A25 5G 5G 128 GB azul 6 GB RAM,"Muy buen producto, lastima que no traiga el cargador.",5,MS17
Samsung Galaxy A25 5G 5G 128 GB azul 6 GB RAM,Excelente producto larga duración de la batería y cámaras con buena resolución.,5,MS17
Samsung Galaxy A25 5G 5G 128 GB azul 6 GB RAM,Exelente producto.,5,MS17
Samsung Galaxy A25 5G 5G 128 GB azul 6 GB RAM,Excelente celular y al mejor precio.,5,MS17
Samsung Galaxy A25 5G 5G 128 GB azul 6 GB RAM,Cumple con lo que promete.,5,MS17
Samsung Galaxy A25 5G 5G 128 GB azul 6 GB RAM,"Buen producto, excelente relación costo beneficio.",5,MS17
Samsung Galaxy A25 5G 5G 128 GB azul 6 GB RAM,"Excelente ese producto calidad precio, muy barato !!.",5,MS17
Samsung Galaxy A25 5G 5G 128 GB azul 6 GB RAM,Increible es un muy buen celular para su precio.,5,MS17
Samsung Galaxy A25 5G 5G 128 GB azul 6 GB RAM,Bueno.,5,MS17
Samsung Galaxy A25 5G 5G 128 GB azul 6 GB RAM,Muy satisfecha con la compra gracias.,5,MS17
Samsung Galaxy A25 5G 5G 128 GB azul 6 GB RAM,"Fue un regalo y quedó encantada ,cámara y full capacidad, muy bonito.",5,MS17
Samsung Galaxy A25 5G 5G 128 GB azul 6 GB RAM,Es un producto adecuado al precio actual. Se calienta un poco en ocasiones. La camara esta ok. Pero no es tan poco la gran cosa. Funciona bien para el precio del producto.,4,MS17
Samsung Galaxy A25 5G 5G 128 GB azul 6 GB RAM,Excelente celular cuando se desea priorizar red 5g a bajo precio. Que no venga con cargador es una falla de samsung a la que nos obligan a adaptarnos.,5,MS17
